Beds,Baths,Price,StreetAddress,Area
3,3,2495000,2101-138 E ESPLANADE AVENUE,North Vancouver
3,4,1879000,4963 ELGIN STREET,Vancouver
1,1,518000,319-3600 WINDCREST DRIVE,North Vancouver
3,2,1490000,2525 E GEORGIA STREET,Vancouver
6,5,2688000,7463 GLADSTONE STREET,Vancouver
2,2,1219900,100-1068 HORNBY STREET,Vancouver
2,2,699900,305-7088 SALISBURY AVENUE,Burnaby
1,1,669900,302-1680 E 12TH AVENUE,Vancouver
0,0,499000,1203-1188 HOWE STREET,Vancouver
4,4,2749000,1115 KEITH ROAD,West Vancouver
N/A ,0,2850000,406 UNION STREET,Vancouver
3,3,3150000,PH3-1102 HORNBY STREET,Vancouver
1,1,540000,204-8633 SW MARINE DRIVE,Vancouver
1,1,585000,101-1737 DUCHESS AVENUE,West Vancouver
2,2,799900,503-5611 GORING STREET,Burnaby
2,2,888888,2201-6288 CASSIE AVENUE,Burnaby
0,1,539000,503-909 MAINLAND STREET,Vancouver
3,4,3298000,1402-837 W HASTINGS STREET,Vancouver
3,3,2499000,706-4427 CAMBIE STREET,Vancouver
7,8,4688000,6488 GORDON AVENUE,Burnaby
2,2,1088000,2305-1155 HOMER STREET,Vancouver
2,3,2499900,402-1819 W 5TH AVENUE,Vancouver
5,7,2888000,6141 BRYANT STREET,Burnaby
1,1,799900,204-1538 W 6TH AVENUE,Vancouver
3,2,1988000,502-1067 MARINASIDE CRESCENT,Vancouver
2,2,1498000,302-1575 BEACH AVENUE,Vancouver
2,1,728000,306-5735 HAMPTON PLACE,Vancouver
1,1,585000,307-2080 E KENT AVENUE SOUTH AVENUE,Vancouver
2,2,1299000,902-1788 COLUMBIA STREET,Vancouver
2,2,1899000,2404-1238 RICHARDS STREET,Vancouver
3,3,1699900,327 E 11TH STREET,North Vancouver
1,1,420000,311-2008 FULLERTON AVENUE,North Vancouver
5,3,2290000,928 E 13TH AVENUE,Vancouver
3,2,1600000,1185 NANAIMO STREET,Vancouver
2,2,1300000,2009-4711 HAZEL STREET,Burnaby
1,1,624900,207-1215 PACIFIC STREET,Vancouver
2,2,2588888,5601-1289 HORNBY STREET,Vancouver
1,1,629000,1202-1003 BURNABY STREET,Vancouver
3,3,880000,306-7000 21ST AVENUE,Burnaby
7,9,3648000,7732 HAZELMERE STREET,Burnaby
7,7,3180000,6230 ELGIN AVENUE,Burnaby
3,3,3998000,5507-1289 HORNBY STREET,Vancouver
4,3,1780000,1964 HARRISON DRIVE,Vancouver
2,2,699000,1006-6055 NELSON AVENUE,Burnaby
3,2,1049000,2302-2311 BETA AVENUE,Burnaby
1,1,699800,608-1010 RICHARDS STREET,Vancouver
3,3,3599900,1101-1538 W 6TH AVENUE,Vancouver
2,2,899000,308-141 W 13 STREET,North Vancouver
2,2,689900,303-2965 HORLEY STREET,Vancouver
1,1,1098000,1207-918 COOPERAGE WAY,Vancouver
3,3,1980000,10-262 W 62ND AVENUE,Vancouver
1,1,624900,702-2370 W 2ND AVENUE,Vancouver
4,2,1579900,3674 OXFORD STREET,Vancouver
2,2,1188000,2804-6000 MCKAY AVENUE,Burnaby
2,2,849000,209-3755 ALBERT STREET,Burnaby
4,3,2429000,1819 INGLEWOOD AVENUE,West Vancouver
2,2,1128000,211-677 W 41ST AVENUE,Vancouver
3,3,2598000,2074 CREELMAN AVENUE,Vancouver
4,3,2458000,622 SILVERDALE PLACE,North Vancouver
4,3,2499000,5162 ALDERFEILD PLACE,West Vancouver
1,1,488800,1001-2016 FULLERTON AVENUE,North Vancouver
1,1,649000,1103-7388 KINGSWAY,Burnaby
1,1,778000,1109-1618 QUEBEC STREET,Vancouver
5,2,2999000,4088 MAPLE CRESCENT,Vancouver
2,2,975000,208-3131 MAIN STREET,Vancouver
2,2,600000,107-7326 ANTRIM AVENUE,Burnaby
2,2,1120000,1211-68 SMITHE STREET,Vancouver
2,2,999900,403-1409 W PENDER STREET,Vancouver
5,4,3298000,72 W 20TH AVENUE,Vancouver
1,1,629000,66-777 BURRARD STREET,Vancouver
1,1,685000,608-235 KEITH ROAD,West Vancouver
6,2,1498000,2956 E 28TH AVENUE,Vancouver
1,1,578000,104-205 E 10TH AVENUE,Vancouver
1,1,679900,806-4465 JUNEAU STREET,Burnaby
2,2,868000,2501-2311 BETA AVENUE,Burnaby
5,3,1850000,5854 BURNS PLACE,Burnaby
2,2,838000,801-1327 E KEITH ROAD,North Vancouver
2,2,1690000,2006-7433 CAMBIE STREET,Vancouver
7,5,1980000,3351 E 23RD AVENUE,Vancouver
3,3,2449000,5186 MEADFEILD ROAD,West Vancouver
N/A ,0,7800000,1441 W 70TH AVENUE,Vancouver
2,2,768800,1902-6888 STATION HILL DRIVE,Burnaby
2,2,1348000,3008-1283 HOWE STREET,Vancouver
3,3,2000000,282 W 62ND AVENUE,Vancouver
2,2,898000,905-3281 E KENT AVENUE NORTH AVENUE,Vancouver
2,3,1299900,242-2035 GLENAIRE DRIVE,North Vancouver
2,3,4800000,4503-1128 W GEORGIA STREET,Vancouver
3,4,3180000,2688 YORK AVENUE,Vancouver
5,3,2799000,4721 RUTLAND ROAD,West Vancouver
1,1,599000,905-6538 NELSON AVENUE,Burnaby
2,2,1189000,307-1228 MARINASIDE CRESCENT,Vancouver
1,1,598000,808-811 HELMCKEN STREET,Vancouver
2,2,639000,326-5555 E VICTORIA DRIVE,Vancouver
1,1,1129900,606-423 6TH STREET,West Vancouver
2,2,3999999,3502-1550 ALBERNI STREET,Vancouver
3,2,1198000,907-8181 CHESTER STREET,Vancouver
1,1,619900,413-3451 SAWMILL CRESCENT,Vancouver
1,1,788000,2506-1199 SEYMOUR STREET,Vancouver
4,4,1699900,2833 KITCHENER STREET,Vancouver
5,3,2998800,4708 WILLOW PLACE,West Vancouver
4,3,1599000,136-2070 CURLING ROAD,North Vancouver
2,2,888000,1402-6463 SILVER AVENUE,Burnaby
3,3,3190000,3347 TRUTCH STREET,Vancouver
2,2,849000,908-8538 RIVER DISTRICT CROSSING,Vancouver
5,3,1688000,320 PENTICTON STREET,Vancouver
4,4,2399000,2817 W 19TH AVENUE,Vancouver
1,1,799800,210-1880 W 57TH AVENUE,Vancouver
2,2,809000,2101-2232 DOUGLAS ROAD,Burnaby
1,1,629000,403-2388 MADISON AVENUE,Burnaby
2,2,960000,705-5611 GORING STREET,Burnaby
2,2,998000,701-1555 EASTERN AVENUE,North Vancouver
2,2,1499000,1503-1633 CAPILANO ROAD,North Vancouver
2,2,2050900,503-1538 W 6TH AVENUE,Vancouver
3,3,2450000,1017 E 13TH AVENUE,Vancouver
2,1,999000,2601-1067 MARINASIDE CRESCENT,Vancouver
1,1,450000,1105-2024 FULLERTON AVENUE,North Vancouver
2,2,1688000,1105-918 COOPERAGE WAY,Vancouver
1,1,698000,108-1930 W 3RD AVENUE,Vancouver
2,2,718000,610-5262 OAKMOUNT CRESCENT,Burnaby
3,1,1699000,1390 WINTON AVENUE,North Vancouver
3,2,698000,8-7184 STRIDE AVENUE,Burnaby
1,1,655000,3406-2311 BETA AVENUE,Burnaby
2,2,799900,705-8570 RIVERGRASS DRIVE,Vancouver
2,2,849000,404-8508 RIVERGRASS DRIVE,Vancouver
2,2,649000,501-6837 STATION HILL DRIVE,Burnaby
2,2,868800,2108-2388 MADISON AVENUE,Burnaby
1,1,635000,122-2035 GLENAIRE DRIVE,North Vancouver
2,2,2300000,2605-7433 CAMBIE STREET,Vancouver
2,2,1298000,705-522 MOBERLY ROAD,Vancouver
5,3,2269998,3277 CHESTERFIELD AVENUE,North Vancouver
5,3,3000000,455 GORDON AVENUE,West Vancouver
3,2,1849000,387 E 32ND AVENUE,Vancouver
2,3,1699900,1957 W 15TH AVENUE,Vancouver
2,2,678000,202-6282 KATHLEEN AVENUE,Burnaby
2,2,678000,202-6282 KATHLEEN AVENUE,Burnaby
2,3,1288800,6312 CAMBIE STREET,Vancouver
1,1,650000,212-5770 OAK STREET,Vancouver
3,3,2619000,4615 MARINE DRIVE,West Vancouver
1,1,749000,1106-6699 DUNBLANE AVENUE,Burnaby
2,2,1183000,706-8555 GRANVILLE STREET,Vancouver
2,2,1249000,402-5033 CAMBIE STREET,Vancouver
2,2,1379000,505-1688 PULLMAN PORTER STREET,Vancouver
2,3,898000,617-1500 OSTLER COURT,North Vancouver
2,2,1399900,409-177 W 3RD STREET,North Vancouver
3,2,1350000,1010 IRONWORK PASSAGE,Vancouver
2,2,1149000,305-560 CARDERO STREET,Vancouver
2,2,2995000,2902-667 HOWE STREET,Vancouver
1,1,648000,1208-112 E 13TH STREET,North Vancouver
2,2,799000,303-719 W 3RD STREET,North Vancouver
5,4,3449000,401 HIDHURST PLACE,West Vancouver
1,1,599000,503-140 E 14TH STREET,North Vancouver
2,2,938000,1902-7388 SANDBORNE AVENUE,Burnaby
2,3,1880000,502-1499 W PENDER STREET,Vancouver
2,2,1050000,306-1279 NICOLA STREET,Vancouver
2,2,3988000,1203-1515 HOMER MEWS,Vancouver
3,3,3800000,902-185 VICTORY SHIP WAY,North Vancouver
2,2,848800,301-1133 E 29TH STREET,North Vancouver
1,1,729000,802-89 W 2ND AVENUE,Vancouver
1,1,689000,1901-680 SEYLYNN CRESCENT,North Vancouver
6,4,4480000,1418 BRAMWELL ROAD,West Vancouver
4,5,8588000,3370 CRAIGEND ROAD,West Vancouver
4,6,5480000,1502 ERRIGAL PLACE,West Vancouver
2,2,1090000,207-505 W 30TH AVENUE,Vancouver
1,1,738000,904-1333 W GEORGIA STREET,Vancouver
2,2,849000,1702-1212 HOWE STREET,Vancouver
3,3,1329900,3143 GLEN DRIVE,Vancouver
3,2,995000,16-1960 RUFUS DRIVE,North Vancouver
2,2,1050000,506-238 W BROADWAY,Vancouver
3,3,1478800,1921 E 3RD AVENUE,Vancouver
3,4,1759900,1018 E 16TH AVENUE,Vancouver
1,1,525000,1628 CYPRESS STREET,Vancouver
1,1,829000,2902-1289 HORNBY STREET,Vancouver
1,1,649900,5058 JOYCE STREET,Vancouver
0,1,499900,2007-131 REGIMENT SQUARE,Vancouver
2,2,648000,1202-3438 VANNESS AVENUE,Vancouver
2,1,1299999,301-1365 DAVIE STREET,Vancouver
4,2,1598000,1735 BLAINE AVENUE,Burnaby
2,1,449900,3-430 E 8TH AVENUE,Vancouver
1,1,450000,305-2215 DUNDAS STREET,Vancouver
2,2,1637000,211-3639 W 16TH AVENUE,Vancouver
5,4,4388000,6608 LABURNUM STREET,Vancouver
2,2,748888,4-7428 SOUTHWYNDE AVENUE,Burnaby
2,2,958000,1703-2077 ROSSER AVENUE,Burnaby
3,3,1998000,D2-6825 WEST BOULEVARD,Vancouver
2,2,949000,308-3680 BANFF COURT,North Vancouver
4,4,2620000,5625 DAFFODIL LANE,West Vancouver
4,6,4695000,905 BRAESIDE STREET,West Vancouver
5,3,2180000,6038 GILLEY AVENUE,Burnaby
2,2,1150000,103-3399 CAPILANO ROAD,North Vancouver
3,2,1799800,4449 PRICE CRESCENT,Burnaby
1,1,580000,807-1330 HORNBY STREET,Vancouver
6,7,6978600,137 STEVENS DRIVE,West Vancouver
2,2,1150000,502-162 VICTORY SHIP WAY,North Vancouver
2,2,1898000,2906-583 BEACH CRESCENT,Vancouver
3,3,1219900,901 E BROADWAY,Vancouver
1,1,469900,903-150 E CORDOVA STREET,Vancouver
6,4,2199999,7276 BUFFALO DRIVE,Burnaby
6,6,3498000,4545 W 9TH AVENUE,Vancouver
2,2,939000,1203-565 SMITHE STREET,Vancouver
2,2,799000,1204-140 E KEITH ROAD,North Vancouver
2,3,2990000,4606-1151 W GEORGIA STREET,Vancouver
2,2,1049000,303-2165 ARGYLE AVENUE,West Vancouver
2,1,790000,802-189 NATIONAL AVENUE,Vancouver
5,2,1998800,2125 W 45TH AVENUE,Vancouver
5,4,2295000,1415 RUPERT STREET,Vancouver
5,2,1649900,3673 CAMBRIDGE STREET,Vancouver
1,1,549900,601-2689 KINGSWAY,Vancouver
2,2,799900,202-3538 SAWMILL CRESCENT,Vancouver
5,4,3789000,4284 W 15TH AVENUE,Vancouver
5,2,2688000,3637 E 46TH AVENUE,Vancouver
1,1,450000,1103-4105 IMPERIAL STREET,Burnaby
2,2,598900,1053 OLD LILLOOET ROAD,North Vancouver
1,1,599000,811-489 INTERURBAN WAY,Vancouver
2,2,899000,207-1825 W 8TH AVENUE,Vancouver
4,2,1729888,244 W QUEENS ROAD,North Vancouver
2,2,899000,1109-6333 SILVER AVENUE,Burnaby
2,2,1458000,3901-1289 HORNBY STREET,Vancouver
1,1,795000,1309-89 NELSON STREET,Vancouver
0,1,749000,2903-1289 HORNBY STREET,Vancouver
4,4,3099000,40 W 23RD AVENUE,Vancouver
3,4,2599000,2678 W 11TH AVENUE,Vancouver
2,2,828000,5005-4510 HALIFAX WAY,Burnaby
1,1,520000,104-1420 E 7TH AVENUE,Vancouver
1,1,998900,704-1490 PENNYFARTHING DRIVE,Vancouver
2,2,788000,301-4688 W 10TH AVENUE,Vancouver
3,3,2495000,2486 W 5TH AVENUE,Vancouver
2,2,798000,313-1823 W 7TH AVENUE,Vancouver
2,2,1300000,203-185 VICTORY SHIP WAY,North Vancouver
4,3,1599000,49-1550 LARKHALL CRESCENT,North Vancouver
3,3,1998000,207-1055 RIDGEWOOD DRIVE,North Vancouver
4,4,2550000,675 DUCHESS AVENUE,West Vancouver
2,1,969000,304-1323 HOMER STREET,Vancouver
2,2,678880,302-1550 SW MARINE DRIVE,Vancouver
2,2,888000,705-6700 DUNBLANE AVENUE,Burnaby
1,1,635000,507-1082 SEYMOUR STREET,Vancouver
2,1,729000,303-3588 SAWMILL CRESCENT,Vancouver
1,1,699000,1002-1686 W 13TH AVENUE,Vancouver
1,1,615000,657-1483 E KING EDWARD AVENUE,Vancouver
2,2,1650000,2505-388 DRAKE STREET,Vancouver
2,2,1188000,903-120 W 2ND STREET,North Vancouver
4,4,3998000,2748 HIGHVIEW PLACE,West Vancouver
3,3,1799900,1016 E 16TH AVENUE,Vancouver
0,1,468000,203-2211 W 5TH AVENUE,Vancouver
4,3,2088000,1875 ARBORLYNN DRIVE,North Vancouver
3,3,2188000,2795 CRESTLYNN DRIVE,North Vancouver
1,1,399000,1103-1534 HARWOOD STREET,Vancouver
2,2,1349900,10C-139 DRAKE STREET,Vancouver
2,3,2198000,301-3905 SPRINGTREE DRIVE,Vancouver
2,2,799000,412-2059 CHESTERFIELD AVENUE,North Vancouver
3,3,1299000,6-2118 EASTERN AVENUE,North Vancouver
3,2,1300000,2186 FRANKLIN STREET,Vancouver
5,4,2388000,4926 BEAMISH COURT,Burnaby
2,1,825000,1901-602 CITADEL PARADE,Vancouver
1,1,548000,405-2388 MADISON AVENUE,Burnaby
1,1,419000,404-2165 W 40TH AVENUE,Vancouver
2,2,899000,4508-4485 SKYLINE DRIVE,Burnaby
3,4,6598000,5517 OCEAN PLACE,West Vancouver
5,2,1850000,1524 FINTRY PLACE,North Vancouver
5,3,2229000,4007 HIGHLAND BOULEVARD,North Vancouver
5,3,1799000,4205 PERCIVAL AVENUE,Burnaby
2,2,1280000,PH2-1060 ALBERNI STREET,Vancouver
2,2,938000,307-6638 DUNBLANE AVENUE,Burnaby
3,3,2980000,2745 SKILIFT PLACE,West Vancouver
7,9,7280000,985 EYREMOUNT DRIVE,West Vancouver
2,2,2800000,1101-1568 ALBERNI STREET,Vancouver
1,1,468000,103-2299 30TH AVENUE,Vancouver
2,2,769000,3008-4189 HALIFAX STREET,Burnaby
1,1,898000,905-538 W 7TH AVENUE,Vancouver
2,2,1088000,104-3626 W 28TH AVENUE,Vancouver
4,2,2199000,1450 E 30TH AVENUE,Vancouver
1,1,799900,1801-138 E ESPLANADE,North Vancouver
2,2,1990000,4001-1028 BARCLAY STREET,Vancouver
1,1,999000,1502-7433 CAMBIE STREET,North Vancouver
2,2,910000,617-433 SW MARINE DRIVE,Vancouver
1,1,499000,408-2215 DUNDAS STREET,Vancouver
3,3,2498000,1278 DUCHESS AVENUE,West Vancouver
2,2,828000,5483 LOUGHEED HIGHWAY,Burnaby
4,3,2199000,5242 CLIFFRIDGE AVENUE,North Vancouver
6,7,8500000,425 WESTHOLME ROAD,West Vancouver
3,2,1380000,110-7928 YUKON STREET,Vancouver
2,2,1088000,306-3487 BINNING ROAD,Vancouver
1,1,458800,1207-567 HORNBY STREET,Vancouver
2,2,838888,101-3421 CURLE AVENUE,Burnaby
4,3,1998000,4755 MARINEVIEW CRESCENT,North Vancouver
2,2,1550000,1801-289 DRAKE STREET,Vancouver
4,4,1668000,8538 CORNISH STREET,Vancouver
7,9,8280000,4042 W 29TH AVENUE,Vancouver
2,2,899000,202-1718 VENABLES STREET,Vancouver
1,1,629900,408-2520 GUELPH STREET,Vancouver
2,3,689900,34-7345 SANDBORNE AVENUE,Burnaby
4,4,1499000,2169 MANNERING AVENUE,Vancouver
2,2,808000,1709-3588 CROWLEY DRIVE,Vancouver
1,1,619900,608-1788 COLUMBIA STREET,Vancouver
2,2,950000,403-3199 WILLOW STREET,Vancouver
2,2,728000,205-1530 MARINER WALK,Vancouver
3,3,1699900,4177 STAULO CRESCENT,Vancouver
2,2,1079000,801-6168 WILSON AVENUE,Burnaby
5,3,1649000,2060 W KEITH ROAD,North Vancouver
6,3,2175000,824 E 18TH AVENUE,Vancouver
2,2,828000,1708-131 REGIMENT SQUARE,Vancouver
2,2,1449000,2801-535 SMITHE STREET,Vancouver
2,2,799000,408-5723 COLLINGWOOD STREET,Vancouver
6,3,2650000,4297 ELGIN STREET,Vancouver
2,3,2088000,1919 WHYTE AVENUE,Vancouver
2,1,648000,2502-6540 BURLINGTON AVENUE,Burnaby
2,2,1490000,1504-7433 CAMBIE STREET,Vancouver
2,3,1530000,601 JERVIS STREET,Vancouver
2,1,865000,901-33 SMITHE STREET,Vancouver
4,3,1899900,3408 E 50TH AVENUE,Vancouver
3,2,1340000,15-531 E 16TH AVENUE,Vancouver
3,3,3688000,1386 LABURNUM STREET,Vancouver
2,2,998000,2401-5311 GORING STREET,Burnaby
1,1,1229000,501-2246 BELLEVUE AVENUE,West Vancouver
4,2,2279000,8187 CARTIER STREET,Vancouver
N/A ,0,4190000,2545 QUEENS AVENUE,West Vancouver
4,2,1198000,4963 NORFOLK STREET,Burnaby
2,2,2349000,101-2200 CHIPPENDALE ROAD,West Vancouver
2,3,1698000,305-2135 ARGYLE AVENUE,West Vancouver
4,3,2768000,372 MOYNE DRIVE,West Vancouver
3,3,2788800,8328 TUGBOAT PLACE,Vancouver
2,1,588000,403-4941 LOUGHEED HIGHWAY,Burnaby
9,6,2599000,4842 RUMBLE STREET,Burnaby
3,1,1499000,843 W 21ST STREET,North Vancouver
5,2,1686800,5245 EMPIRE DRIVE,Burnaby
2,1,589000,201-6540 BURLINGTON AVENUE,Burnaby
2,1,649800,202-4950 MCGEER STREET,Vancouver
3,2,1529000,1103-717 JERVIS STREET,Vancouver
1,1,429000,305-122 E 17TH STREET,North Vancouver
2,2,888000,903-5051 IMPERIAL STREET,Burnaby
2,2,899000,1501-8533 RIVER DISTRICT CROSSING,Vancouver
4,3,1699000,1262 EASTVIEW ROAD,North Vancouver
2,2,1348000,201-588 16TH STREET,West Vancouver
3,3,1398000,102-2035 GLENAIRE DRIVE,North Vancouver
1,1,958000,310-1238 SEYMOUR STREET,Vancouver
5,2,1599000,3378 E 27TH AVENUE,Vancouver
1,1,625000,608-8188 FRASER STREET,Vancouver
1,1,498800,309-567 HORNBY STREET,Vancouver
2,3,1888000,2701-4400 BUCHANAN STREET,Burnaby
2,2,1050000,701-1633 CAPILANO ROAD,North Vancouver
3,3,2328000,17-5880 HAMPTON PLACE,Vancouver
3,3,1699900,4536 QUEBEC STREET,Vancouver
5,3,2680000,4639 WOODBURN ROAD,West Vancouver
2,2,700000,1704-6611 SOUTHOAKS CRESCENT,Burnaby
1,1,699900,1003-88 W 1ST AVENUE,Vancouver
2,3,1699000,2218 WILLOW STREET,Vancouver
2,2,938000,1303-4465 JUNEAU STREET,Burnaby
3,4,2149900,160-2060 CURLING ROAD,North Vancouver
5,3,1499000,5119 MARINE DRIVE,Burnaby
3,3,1049800,9-5132 CANADA WAY,Burnaby
1,1,549000,1601-2004 FULLERTON AVENUE,North Vancouver
3,3,2998000,1140 GROVELAND COURT,West Vancouver
2,2,888000,3805-4880 BENNETT STREET,Burnaby
3,3,5998000,1323 THE CRESCENT,Vancouver
4,4,2168000,4726 UNDERWOOD AVENUE,North Vancouver
2,2,899900,2325 ASH STREET,Vancouver
3,4,1839000,988 E 10TH AVENUE,Vancouver
2,2,1958000,1001-535 NICOLA STREET,Vancouver
4,2,1888000,2776 MCGILL STREET,Vancouver
2,1,599900,708-3760 ALBERT STREET,Burnaby
2,2,1580000,806-2988 ALDER STREET,Vancouver
2,2,1350000,1004-1690 W 8TH AVENUE,Vancouver
3,3,1599000,110 PRIOR STREET,Vancouver
4,2,9998000,2814 BELLEVUE AVENUE,West Vancouver
0,1,1200000,202-1477 W PENDER STREET,Vancouver
2,2,1599000,21-2242 FOLKESTONE WAY,West Vancouver
8,6,3398000,439 E 17TH STREET,North Vancouver
2,2,1199000,314-298 E 11TH AVENUE,Vancouver
2,2,859000,307-2651 LIBRARY LANE,North Vancouver
4,3,6930000,4296 W 8TH AVENUE,Vancouver
3,2,2699900,403-1102 HORNBY STREET,Vancouver
2,1,668000,122-1363 CLYDE AVENUE,West Vancouver
2,2,998000,314-965 W 15TH AVENUE,Vancouver
3,3,1799000,501-5289 CAMBIE STREET,Vancouver
6,4,2899000,2879 W 14TH AVENUE,Vancouver
3,3,1049000,109-6588 SOUTHOAKS CRESCENT,Burnaby
4,2,3338000,3569 W 34TH AVENUE,Vancouver
1,1,474900,404-1864 FRANCES STREET,Vancouver
4,4,4080000,2680 LAWSON AVENUE,West Vancouver
2,3,929900,309-626 ALEXANDER STREET,Vancouver
1,1,734900,212-2550 GARDEN DRIVE,Vancouver
2,2,599000,804-7388 SANDBORNE AVENUE,Burnaby
0,1,570000,1710-939 HOMER STREET,Vancouver
2,3,1625000,2413 W 1ST AVENUE,Vancouver
5,5,4980000,2309 OTTAWA AVENUE,West Vancouver
1,1,789000,105-1820 W 3RD AVENUE,Vancouver
2,2,1299000,507-1201 MARINASIDE CRESCENT,Vancouver
4,4,2298000,1305 HOLDOM AVENUE,Burnaby
6,4,2328000,3205 KITCHENER STREET,Vancouver
2,2,889000,1502-668 CITADEL PARADE,Vancouver
1,1,629000,905-1082 SEYMOUR STREET,Vancouver
1,1,880000,1008-199 VICTORY SHIP WAY,North Vancouver
2,2,668000,324-6939 GILLEY AVENUE,Burnaby
1,1,749999,3109-111 W GEORGIA STREET,Vancouver
1,1,808800,204-7228 ADERA STREET,Vancouver
1,1,469900,305-1864 FRANCES STREET,Vancouver
2,2,748000,1705-789 DRAKE STREET,Vancouver
2,2,558000,201-3733 NORFOLK STREET,Burnaby
2,2,1368000,1701-980 COOPERAGE WAY,Vancouver
5,6,5998000,3905 W 36TH AVENUE,Vancouver
3,3,1849000,986 E 10TH AVENUE,Vancouver
1,1,469000,209-310 W 3RD STREET,North Vancouver
2,2,1288000,312-288 W 1ST AVENUE,Vancouver
3,2,1188000,1120-1268 W BROADWAY,Vancouver
4,3,2999000,6790 TISDALL STREET,Vancouver
1,1,649000,2009-8189 CAMBIE STREET,Vancouver
1,1,629000,1242-235 KEITH ROAD,West Vancouver
2,3,1798800,101-2260 W 39TH AVENUE,Vancouver
2,2,1088000,1110-5728 BERTON AVENUE,Vancouver
2,2,2230000,2801-1323 HOMER STREET,Vancouver
5,3,2898000,977 W 20TH AVENUE,Vancouver
2,2,1099000,3002-128 W CORDOVA STREET,Vancouver
1,1,599999,606-5598 ORMIDALE STREET,Vancouver
3,1,749900,2608 TRETHEWAY DRIVE,Burnaby
4,2,1699000,2107 E 36TH AVENUE,Vancouver
1,1,499999,301-1721 ST. GEORGES AVENUE,North Vancouver
4,2,2780000,227 SW MARINE DRIVE,Vancouver
2,2,718000,1705-3588 CROWLEY DRIVE,Vancouver
8,8,4880000,205-217 ST. DAVIDS AVENUE,North Vancouver
2,2,849900,2607-5058 JOYCE STREET,Vancouver
1,1,974900,408-1470 PENNYFARTHING DRIVE,Vancouver
2,3,899000,103-3484 MARINE WAY,Vancouver
2,2,848000,1202-4638 GLADSTONE STREET,Vancouver
1,1,609000,719-433 SW MARINE DRIVE,Vancouver
4,3,3498000,824 ANDERSON CRESCENT,West Vancouver
2,2,1099000,2001-1401 HUNTER STREET,North Vancouver
3,3,1288000,74-5950 OAKDALE ROAD,Burnaby
2,1,1208000,5022 FRASER STREET,Vancouver
6,4,3599000,1159 INGLEWOOD AVENUE,West Vancouver
2,2,1299000,301-590 NICOLA STREET,Vancouver
3,2,1338000,101-655 W 13TH AVENUE,Vancouver
2,2,1819900,1702-1335 HOWE STREET,Vancouver
3,3,3089900,2501-1335 HOWE STREET,Vancouver
5,10,6998000,625 ST. ANDREWS ROAD,West Vancouver
5,4,1498000,1045 E 41ST AVENUE,Vancouver
1,1,1198000,3709-1289 HORNBY STREET,Vancouver
3,2,1425000,113-2083 W 33RD AVENUE,Vancouver
1,1,499000,303-607 E 8TH AVENUE,Vancouver
1,1,1288000,PH2606-788 HAMILTON STREET,Vancouver
7,6,2738000,5891 MCKEE STREET,Burnaby
2,2,889000,121-2665 MOUNTAIN HIGHWAY,Vancouver
3,4,1899900,3308-1239 W GEORGIA STREET,Vancouver
3,3,4524900,3704-1335 HOWE STREET,Vancouver
2,2,1099000,604-155 W 1ST STREET,North Vancouver
2,2,649000,506-2024 FULLERTON AVENUE,North Vancouver
1,2,1099000,202-1238 RICHARDS STREET,Vancouver
4,3,1558000,TH 38-6438 BYRNEPARK DRIVE,Burnaby
2,2,1599000,101-5699 BAILLIE STREET,Vancouver
3,3,1480000,3202 TURNER STREET,Vancouver
1,1,799800,311-111 E 1ST AVENUE,Vancouver
4,2,1539900,6168 CARSON STREET,Burnaby
2,2,1104900,3504-2135 SPRINGER AVENUE,Burnaby
2,2,1174900,3402-2135 SPRINGER AVENUE,Burnaby
3,2,1578000,6763 HUMPHRIES AVENUE,Burnaby
4,3,2489000,7672 CHISELHAMPTON STREET,Burnaby
N/A ,0,2199000,1385 19TH STREET,West Vancouver
2,2,979900,210-1080 MARINE DRIVE,North Vancouver
2,2,948000,2203-6055 NELSON AVENUE,Burnaby
2,2,765000,112-7428 BYRNEPARK WALK,Burnaby
5,4,1398000,1047 E 41ST AVENUE,Vancouver
2,1,728000,804-2435 KINGSWAY,Vancouver
2,2,999000,301-1088 QUEBEC STREET,Vancouver
2,2,728800,910-2689 KINGSWAY,Vancouver
3,3,2339000,11-5130 ASHFEILD ROAD,West Vancouver
2,2,1619900,1001-1180 BROUGHTON STREET,Vancouver
9,10,6800000,3229 TRUTCH STREET,Vancouver
2,2,1890000,1603-1710 BAYSHORE DRIVE,Vancouver
6,3,2249000,170 E 22ND AVENUE,Vancouver
2,2,980000,401-1661 QUEBEC STREET,Vancouver
2,1,725000,303-128 W 21ST STREET,North Vancouver
2,2,1344800,710-5608 BERTON AVENUE,Vancouver
1,1,629900,802-3557 SAWMILL CRESCENT,Vancouver
N/A ,0,2199000,1365 19TH STREET,West Vancouver
6,3,1850000,2082 SPRINGER AVENUE,Burnaby
1,1,694900,208-1080 MARINE DRIVE,North Vancouver
4,4,1899000,2731 DUKE STREET,Vancouver
2,2,1098000,4402-6000 MCKAY AVENUE,Burnaby
2,2,950000,1907-7328 ARCOLA STREET,Burnaby
1,1,730000,701-1005 BEACH AVENUE,Vancouver
5,3,1850000,5640 STAMFORD STREET,Vancouver
2,2,899900,309-518 W 14TH AVENUE,Vancouver
5,4,3428000,1308 28TH STREET,West Vancouver
5,2,1399000,3347 NAPIER STREET,Vancouver
